Timestamp,How many years of software development experience do you have?,In what technologies are you proficient?,What university degree did you obtain?,"If applicable, what university(ies) did you attend?","What percentage of your work time do you spend developing software as opposed to performing other tasks like managing other people or projects, making sales, etc.?",Please select all that apply:,Referring to the company or project that you work for most of the time:,"If applicable, how many full-time employees does the company that you work for have?","If applicable, what's your job title at the company that you work at?","Excluding equity, how much money do you earn on a monthly basis?","Are you earning equity (stock, stock options, etc.)?"
1/15/2015 12:33:11,3 to 4 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP",Ingeniero de Sistemas,Universidad autonoma ,80%,I do freelance work,It's a multinational with presence in Colombia,< 10 employees,Senior Android Developer,USD$1 - USD$999,No
1/15/2015 10:45:15,2 to 3 years,"C++, Java, Python, SQL",Ingeniero de Sistemas,Universidad del Valle,90%,I am employed full-time,It's a company located outside of Colombia,20 to 49 employees,INGENIERO DE SOFTWARE,USD$1 - USD$999,No
1/15/2015 14:47:34,9 to 10 years,"ASP .NET, HTML/CSS, Ruby, SQL",Ingeniero de Sistemas,Universidad Autonoma del Caribe,10%,I am employed full-time,It's a multinational with presence in Colombia,,Ruby Software Designer,"USD$2,000 - USD$2,999",No
1/16/2015 7:16:38,2 to 3 years,"C++, HTML/CSS, Java, Javascript, PHP, Python",Other degree,CIAF,80%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,Developer leader,USD$1 - USD$999,Yes
1/16/2015 13:53:52,3 to 4 years,"ASP .NET, Assembly, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), PHP, SQL, UML",Ingeniero de Sistemas,Universidad de los andes,40%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,Head of IT,"USD$3,000 - USD$3,999",No
1/15/2015 11:25:53,3 to 4 years,"HTML/CSS, Java, Matlab, Python, R, SQL, Visual Basic",Other degree,univalle,60%,"I am employed full-time, I do freelance work, I am an entrepreneur, I'm only coding for fun",It's a company located outside of Colombia,10 - 19 employees,data processing,"USD$1,000 - USD$1,999",No
1/15/2015 13:50:11,8 to 9 years,"Javascript, Mobile apps (Android)",Ingeniero de Sistemas,Javeriana,100%,I do freelance work,It's a multinational with presence in Colombia,20 to 49 employees,Frontend developer,"USD$2,000 - USD$2,999",No
1/17/2015 14:23:55,1 to 2 years,"ASP .NET, C#, C++, HTML/CSS, Javascript, SQL, UML",Ingeniero de Sistemas,ITM,80%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Developer of software,USD$1 - USD$999,No
1/16/2015 13:24:29,4 to 5 years,"HTML/CSS, PHP",Other degree,Universidad Nacional de Colombia,90%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Front End Developer,USD$1 - USD$999,No
1/16/2015 3:49:44,4 to 5 years,"C#, Javascript",Ingeniero de Sistemas,,80%,I am employed full-time,,,,"USD$1,000 - USD$1,999",No
1/15/2015 20:17:44,2 to 3 years,"C++, Java, Python",Ingeniero de Sistemas,Universidad Nacional de Colombia,100%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Software Engineer in Test,"USD$5,000 - USD$5,999",Yes
1/15/2015 9:50:36,> 10 years,"Java, Javascript, PHP",I didn't attend a university,,80%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,Developer,"USD$3,000 - USD$3,999",No
1/16/2015 5:24:31,3 to 4 years,"HTML/CSS, Java, Javascript, SQL, UML","I took some university classes, but did not graduate",Caldas University,90%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,>= 1000 employees,Java Developer,"USD$1,000 - USD$1,999",No
1/15/2015 12:35:46,1 to 2 years,"C#, HTML/CSS, Javascript, Python",I am still in high school,,70%,"I am employed full-time, I am employed part-time",It's exclusively a Colombian company,< 10 employees,Frontend developer,USD$1 - USD$999,Yes
1/15/2015 14:07:13,8 to 9 years,"ASP .NET, C, C#, C++, Mobile apps (iOS), Objective-C, SQL","I took some university classes, but did not graduate",,90%,I am employed full-time,It's a company located outside of Colombia,,Senior iOS developer,"USD$3,000 - USD$3,999",No
1/15/2015 11:45:36,> 10 years,"C#, C++, Go, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, Scala",I didn't attend a university,,100%,I am employed full-time,It's a company located outside of Colombia,100 to 199 employees,Full-Stack Developer,"USD$9,000 - USD$9,999",Yes
1/15/2015 12:42:14,3 to 4 years,"ASP .NET, C, C#, HTML/CSS, Java, SQL, Visual Basic",Ingeniero de Sistemas,,90%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 14:48:06,2 to 3 years,"HTML/CSS, Javascript, PHP",I didn't attend a university,,60%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,CEO,"USD$1,000 - USD$1,999",No
1/16/2015 10:37:16,> 10 years,"ASP .NET, Assembly, C, C#, C++, HTML/CSS, Java, Javascript, Mobile apps (Windows), PHP, Shell, SQL, UML, Visual Basic",Other degree,Santo tomas de aquíno ,80%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,,"USD$3,000 - USD$3,999",Yes
1/17/2015 11:07:24,> 10 years,Visual Basic,Other degree,Universidad tecnológica de Bolivar,30%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,200 to 499 employees,Consultor,"USD$1,000 - USD$1,999",No
1/19/2015 16:00:12,4 to 5 years,"Assembly, BPMN, C++, Java, UML, Visual Basic",Ingeniero de Sistemas,Universidad Antonio Nariño,50%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,TATA-Colombia,"USD$1,000 - USD$1,999",No
1/15/2015 14:49:55,2 to 3 years,"ASP .NET, BPMN, C#, Java, Javascript, Mobile apps (Android), PHP, Shell, SQL, UML, Visual Basic",Ingeniero de Sistemas,,50%,"I am employed full-time, I am employed part-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,No
1/16/2015 11:03:57,4 to 5 years,"C#, Mobile apps (Android), SQL",Other degree,Santo Tomás,20%,"I am employed full-time, I do freelance work",It's a company located outside of Colombia,100 to 199 employees,Team Manager,"USD$2,000 - USD$2,999",Yes
1/16/2015 7:37:39,6 to 7 years,"HTML/CSS, Groovy, Java, Javascript, Mobile apps (Android)",Ingeniero de Sistemas,Universidad Católica,70%,"I am employed full-time, I do freelance work",It's a company located outside of Colombia,>= 1000 employees,Software Designer,"USD$3,000 - USD$3,999",Yes
1/15/2015 14:36:08,3 to 4 years,"HTML/CSS, Java, Javascript, Ruby, SQL",Ingeniero de Sistemas,Universidad Simon Bolivar,90%,"I am employed full-time, I'm only coding for fun",It's exclusively a Colombian company,50 to 99 employees,Junior Web Developer,USD$1 - USD$999,No
1/16/2015 12:20:05,7 to 8 years,"ASP .NET, C#, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Objective-C, PHP, SQL, UML, Visual Basic",Ingeniero de Mecatrónica,,40%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,DEVELOPMENT MANAGER,"USD$1,000 - USD$1,999",No
1/15/2015 12:05:07,5 to 6 years,"ASP .NET, Assembly, C, C#, C++, Javascript, Mobile apps (iOS), Objective-C, Python, Ruby, SQL, UML",Other degree,Universidad de San Buenaventura Bogota ,50%,"I am employed full-time, I am an entrepreneur",It's a multinational with presence in Colombia,< 10 employees,owner ,"USD$4,000 - USD$4,999",No
1/16/2015 5:14:16,3 to 4 years,"ASP .NET, C#, C++, Java, PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,No,40%,"I am employed part-time, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,no,"USD$1,000 - USD$1,999",Yes
1/18/2015 7:14:48,8 to 9 years,"HTML/CSS, Javascript, PHP, SQL",Ingeniero de Sistemas,Universidad de Ibague,100%,"I am employed part-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,Programador,"USD$1,000 - USD$1,999",No
1/15/2015 12:59:57,3 to 4 years,"C, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), SQL, UML, Visual Basic",Ingeniero de Sistemas,Universidad Juan De Castellanos Tunja,100%,"I am employed full-time, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,500 to 999 employees,Ingeniero de Desarrollo,"USD$2,000 - USD$2,999",No
1/16/2015 10:17:14,2 to 3 years,Mobile apps (Android),Ingeniero de Sistemas,Escuela Colombiana de Ingenieria,100%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,Senior Android Developer,"USD$2,000 - USD$2,999",No
1/15/2015 14:02:24,5 to 6 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Windows), SQL, UML",Ingeniero de Sistemas,universidad autónoma de occidente,90%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,500 to 999 employees,ingeniero de desarrollo intermedio,"USD$2,000 - USD$2,999",Yes
1/18/2015 17:20:44,> 10 years,"ASP .NET, C, C++, Java, SQL, Visual Basic",Ingeniero de Mecatrónica,"javeriana, la salle",30%,I am employed part-time,It's a multinational with presence in Colombia,10 - 19 employees,software director,"USD$2,000 - USD$2,999",No
1/16/2015 5:56:44,7 to 8 years,"ASP .NET, C#, HTML/CSS, Javascript, SQL, UML, Visual Basic",Ingeniero de Sistemas,,40%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 20:10:20,8 to 9 years,"ASP .NET, Assembly, C#, C++, HTML/CSS, Javascript, SQL, UML",Other degree,Universidad Catolica,0%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,20 to 49 employees,Software developer,"USD$2,000 - USD$2,999",No
1/15/2015 12:38:02,5 to 6 years,"Javascript, Ruby",Ingeniero de Sistemas,,100%,I am employed full-time,It's a company located outside of Colombia,< 10 employees,web developer,"USD$4,000 - USD$4,999",No
1/15/2015 12:47:20,1 to 2 years,"ASP .NET, C#, Visual Basic",Ingeniero de Sistemas,Universidad de la costa,100%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,No
1/17/2015 10:35:53,3 to 4 years,"HTML/CSS, Javascript, PHP",Ingeniero de Sistemas,ITM,50%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Analista de Sistemas,USD$1 - USD$999,No
1/16/2015 0:39:48,> 10 years,"ASP .NET, Assembly, HTML/CSS, Mobile apps (iOS), Objective-C, PHP, Visual Basic",Other degree,UdeA,30%,I do freelance work,It's exclusively a Colombian company,10 - 19 employees,,USD$1 - USD$999,No
1/15/2015 15:13:57,2 to 3 years,"ASP .NET, C#, HTML/CSS, Java, Visual Basic",Ingeniero de Sistemas,,100%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Desarrollador junior .net,USD$1 - USD$999,No
1/15/2015 21:27:40,1 to 2 years,"HTML/CSS, Javascript, PHP, Python, SQL",I am still in high school,Universidad Tecnológica de Pereira,80%,"I am employed part-time, I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,Frontend developer,"USD$1,000 - USD$1,999",No
1/15/2015 9:57:55,2 to 3 years,"ASP .NET, C, C++, HTML/CSS, Javascript, Matlab, PHP, Python, Ruby, SQL","I took some university classes, but did not graduate",Architecture,30%,"I am an entrepreneur, I'm only coding for fun",It's a multinational with presence in Colombia,< 10 employees,founder,"USD$3,000 - USD$3,999",Yes
1/18/2015 6:27:46,3 to 4 years,"BPMN, HTML/CSS, Java, Javascript, Python, Shell, SQL, UML",Ingeniero de Sistemas,Universidad Autónoma de Colombia,20%,"I am employed full-time, I am an entrepreneur",It's a multinational with presence in Colombia,100 to 199 employees,Analista,"USD$1,000 - USD$1,999",No
1/16/2015 8:46:57,7 to 8 years,"C#, C++",I am still in high school,,100%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,Game Play Developer,"USD$1,000 - USD$1,999",No
1/20/2015 7:56:12,2 to 3 years,"C#, HTML/CSS, Mobile apps (Android), Mobile apps (iOS), Objective-C, PHP, Python, SQL","I took some university classes, but did not graduate","Tecnológico de Antioquia, Universidad de Antioquia",80%,"I do freelance work, I'm only coding for fun",It's exclusively a Colombian company,< 10 employees,Desarrollador Web,USD$1 - USD$999,No
1/15/2015 13:08:32,6 to 7 years,"BPMN, HTML/CSS, Java, Javascript, SQL, UML",Ingeniero de Sistemas,"Universidad Nacional de Colombia, sede Medellin",40%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,,,USD$1 - USD$999,No
1/15/2015 10:42:48,5 to 6 years,"C, Go, Java, Javascript, PHP, Ruby, SQL, UML",Ingeniero de Sistemas,Universidad Nacional de Colombia,100%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,Senior Software Development Engineer,"USD$3,000 - USD$3,999",Yes
1/17/2015 13:09:06,> 10 years,"ASP .NET, Assembly, C, C#, C++, HTML/CSS, Java, Javascript, PHP, SQL, UML",Ingeniero de Sistemas,UNIVERSIDAD DEL QUINDIO,80%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,LIDER TECNICO,"USD$2,000 - USD$2,999",No
1/16/2015 12:35:51,7 to 8 years,"HTML/CSS, Javascript, PHP",Other degree,Universidad del Quindio,90%,I do freelance work,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",No
1/16/2015 7:41:45,> 10 years,"HTML/CSS, Groovy, Java, Javascript, SQL",Ingeniero de Sistemas,EAFIT,90%,I do freelance work,It's a company located outside of Colombia,< 10 employees,Software Developer,"USD$3,000 - USD$3,999",No
1/19/2015 11:54:57,2 to 3 years,PHP,"I took some university classes, but did not graduate",,100%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,50 to 99 employees,,USD$1 - USD$999,No
1/16/2015 6:41:40,5 to 6 years,"HTML/CSS, Javascript, Ruby",Ingeniero de Sistemas,Universidad del Norte,90%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Ruby Specialist,"USD$2,000 - USD$2,999",No
1/16/2015 20:20:34,> 10 years,"ASP .NET, C, C#, HTML/CSS, SQL, Visual Basic",Other degree,Javeriana,0%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Program Manager,"> USD$10,000",Yes
1/15/2015 20:34:53,8 to 9 years,"Java, Javascript, Mobile apps (iOS), Objective-C",Ingeniero de Sistemas,Universidad del Quindío,70%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Arquitecto de soluciones móviles,"USD$3,000 - USD$3,999",No
1/20/2015 5:34:18,5 to 6 years,"HTML/CSS, Javascript, PHP, SQL, UML",Ingeniero de Sistemas,,80%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,ingeniero de desarrollo,"USD$1,000 - USD$1,999",No
1/15/2015 9:32:47,6 to 7 years,"C, C++, Mobile apps (iOS), Objective-C",Ingeniero en Multimedia,Universidad Militar Nueva Granada,80%,I am employed full-time,It's a multinational with presence in Colombia,10 - 19 employees,iOS Senior Developer,"USD$3,000 - USD$3,999",No
1/16/2015 11:28:36,6 to 7 years,"C, C#, Mobile apps (iOS), Objective-C, Swift",Ingeniero de Mecatrónica,Universidad Nueva Granada,80%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,,"USD$3,000 - USD$3,999",No
1/15/2015 12:51:41,5 to 6 years,"HTML/CSS, Javascript, PHP, Ruby, SQL, UML","I took some university classes, but did not graduate",,70%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Ingeniero de Software Senior,"USD$1,000 - USD$1,999",No
1/16/2015 3:25:30,6 to 7 years,"C#, HTML/CSS, SQL, UML, Visual Basic",Ingeniero de Sistemas,universidad distrital,80%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,Ingeniero de desarrollo,"USD$2,000 - USD$2,999",No
1/15/2015 12:21:20,4 to 5 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Python, Ruby, SQL, Visual Basic",I am still in high school,UNAD,30%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,>= 1000 employees,Ing Developer Senior,"USD$1,000 - USD$1,999",No
1/15/2015 13:23:23,2 to 3 years,"C, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), UML",Ingeniero de Sistemas,Universidad Francisco de Paula Santander,10%,I am employed full-time,It's exclusively a Colombian company,500 to 999 employees,"Profesional VIA, Ingeniero desarrollador y soporte",USD$1 - USD$999,No
1/15/2015 14:39:11,> 10 years,"ASP .NET, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, Visual Basic",Ingeniero de Sistemas,,50%,I am employed full-time,It's exclusively a Colombian company,500 to 999 employees,system engineer,"USD$1,000 - USD$1,999",No
1/16/2015 7:03:29,2 to 3 years,"ASP .NET, C#, C++, HTML/CSS, Javascript, Mobile apps (Windows), PHP, Python, Ruby, SQL",Ingeniero de Sistemas,Universidad Tecnológica de Bolívar,100%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,50 to 99 employees,Software Developer,USD$1 - USD$999,Yes
1/16/2015 14:50:02,6 to 7 years,"ASP .NET, HTML/CSS, Javascript, SQL",Ingeniero de Sistemas,universidad del magdalena,30%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Lider del area de desarrollo de software,"USD$2,000 - USD$2,999",No
1/15/2015 10:52:54,> 10 years,"Java, Javascript, PHP, Smalltalk",Ingeniero de Sistemas,,90%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,,"USD$3,000 - USD$3,999",No
1/19/2015 11:25:00,4 to 5 years,"C#, C++, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Mobile apps (Windows), Objective-C, PHP, Visual Basic",Ingeniero de Sistemas,Universidad tecnologica de Pereira,30%,I do freelance work,It's a multinational with presence in Colombia,< 10 employees,consultant,USD$1 - USD$999,No
1/15/2015 15:06:01,2 to 3 years,"HTML/CSS, Mobile apps (Android), Python","I took some university classes, but did not graduate",Universidad Tecnológica de Bolívar,90%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,BackEnd Developer,"USD$2,000 - USD$2,999",Yes
1/16/2015 14:32:58,7 to 8 years,"C, C++, Mobile apps (iOS), Objective-C",Ingeniero de Sistemas,,70%,"I am employed part-time, I do freelance work",It's a company located outside of Colombia,10 - 19 employees,,"USD$1,000 - USD$1,999",No
1/16/2015 9:28:43,4 to 5 years,"BPMN, HTML/CSS, Javascript, PHP, Python, SQL",Ingeniero de Sistemas,UIS,90%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,20 to 49 employees,,"USD$4,000 - USD$4,999",Yes
1/15/2015 12:21:42,1 to 2 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Windows)",Other degree,Tecnologo Analisi y Desarrollo de Sistemas de información SENA,40%,I am unemployeed,It's a multinational with presence in Colombia,,,USD$1 - USD$999,No
